序號,門,綱,目,科,屬,中名,性狀簡述,分布簡述
2800,蕨類植物門,真蕨綱,水龍骨目,紫萁科,紫萁屬,假紫萁,"兩形葉，二回羽狀深裂，小羽片全緣，因地下部份二叉，地上部份看似兩株並生，故名。落葉性，羽片和主軸之間具有關節，葉倒披針形。 沼澤至濕地植物。",分布韓國、日本、中國大陸，目前臺灣僅見於宜蘭草埤。
2801,蕨類植物門,真蕨綱,水龍骨目,紫萁科,紫萁屬,紫萁,"兩形葉，二回羽狀複葉，小羽片全緣，孢子葉羽片皆著生孢子囊。落葉性，羽片和主軸之間具有關節，葉三角形。 分佈日本、韓國、琉球、中國大陸，散見於全省中低海拔開闊山坡地。",分布日本、韓國、琉球、中國大陸，散見於全省中低海拔開闊山坡地。
2802,蕨類植物門,真蕨綱,水龍骨目,蓧蕨科,腎蕨屬,腎蕨,羽片短，基部上側明顯耳狀突起，羽片密生，緊貼於葉軸，並覆於葉軸上。,分布熱帶亞洲，臺灣常見於全省低海拔地區。
2803,蕨類植物門,真蕨綱,水龍骨目,蓧蕨科,腎蕨屬,毛葉腎蕨,羽毛鏟形，基部上個明顯耳狀突起，羽片未覆蓋住葉軸。,分布熱帶亞洲，臺灣常見於全省低海拔地區。
2804,蕨類植物門,真蕨綱,水龍骨目,蓧蕨科,腎蕨屬,長葉腎蕨,羽片長，不具葉耳，植株長30~60cm，下垂。,泛熱帶分布，在臺灣見於全省低海拔地區。
2805,蕨類植物門,真蕨綱,水龍骨目,蓧蕨科,蓧蕨屬,蓧蕨,"屬特徵- 　關節在根莖和葉軸間，孢子囊群在脈上，近中軸。根莖十字形分叉，柄中間具關節，孢子囊群在脈上。 種特徵- 單葉，頂端突然窄縮成尾狀，孢子囊群排列在中肋兩側，游離脈。",分佈尼泊爾、印度、西南中國，臺灣在中部中海拔山地可見。
2806,蕨類植物門,真蕨綱,水龍骨目,蓧蕨科,藤蕨屬,藤蕨,"屬特徵- 　關節在根莖和葉軸間及葉軸、羽片間。纏繞性，草質藤本。幼時地生，長大後為著生。柄短。 種特徵- 半著生植物，一回羽狀複葉，孢子囊在脈末端，羽片邊緣。",分佈太平洋群島、菲律賓、中國大陸，臺灣在中海拔地區可見。
2807,蕨類植物門,真蕨綱,水龍骨目,蘋科,田字草屬,田字草,"科特徵- 具長匍匐狀且二叉之根莖，可不斷延伸，常成片蔓生。葉絲狀或十字裂成四片，呈「田」字型。幼葉卷旋，小葉全緣或多裂，葉片晚上會褶疊、下垂。 種特徵- 葉田字裂，孢子果在葉柄基部或近基部著生，部份植株小葉撕裂。   多年生浮葉性草本植物，匍匐根莖細長，節間生根。葉由四枚小葉合生，水淺或乾旱時呈挺水狀，葉柄細長。孢子囊果有柄，長於節間或葉柄基部。",過去在全省低海拔水田中常見，今已逐漸稀少。
2808,蕨類植物門,真蕨綱,水龍骨目,蘿蔓藤蕨科,舌蕨屬,台灣舌蕨,"葉片基部之羽片或小羽片，有一側會缺乏，呈不對稱，且每一小羽片上孢子囊群僅1~2對。Cibotium cumingii kunze 的模式和台灣用C.cumingii稱呼的東西完全不同。",台灣低海拔地區極為常見。
2809,蕨類植物門,真蕨綱,水龍骨目,蚌殼蕨科,金狗毛蕨屬,金狗毛蕨,葉片基部之羽片或小羽片，對稱，每一小羽片上有數對孢子囊群。,"分布 印度、東南亞、印尼、菲律賓，臺灣則產於南投縣低海拔山區。"
2810,蕨類植物門,真蕨綱,水龍骨目,蚌殼蕨科,金狗毛蕨屬,台灣金狗毛蕨,"葉片基部之羽片或小羽片，有一側會缺乏，呈不對稱，且每一小羽片上孢子囊群僅1~2對。Cibotium cumingii kunze 的模式和台灣用C.cumingii稱呼的東西完全不同。",在台灣低海拔地區極為常見。
2811,蕨類植物門,真蕨綱,水龍骨目,金星蕨科,凸軸蕨屬,微毛凸軸蕨,叢生，基羽片最長，羽片多少有尾尖，裂片全緣，頂端圓，側脈分叉，孢膜有毛。,臺北數量頗多，主要在新店一帶。
2812,蕨類植物門,真蕨綱,水龍骨目,金星蕨科,新月蕨屬,變葉新月蕨,長走莖，柄基有鱗片，葉長三角形至卵圓形，基部羽片最長，側羽片比頂羽片窄，羽片鋸齒緣，最寬處在中央。網脈，網眼呈平行四邊形。,僅見於太魯閣國家公園的清水山下。
2813,蕨類植物門,真蕨綱,水龍骨目,金星蕨科,毛蕨屬,毛蕨,"長走莖，葉兩側大致平行，約10 cm寬，頂羽片長。小羽軸側脈數對，約1 ～ 2對連合，形成小毛蕨脈型。",台灣各地低海拔至沿海平地均有分布。
2814,蕨類植物門,真蕨綱,水龍骨目,金星蕨科,毛蕨屬,大葉毛蕨,"長走莖，葉柄基部深色，頂羽片和側羽片相似，具小毛蕨脈形。 多年生濕生性草本，具黑褐色橫走地下根莖，地上莖葉高40 ~ 100cm。葉片二回羽狀排列，小羽片長披針形，互生或近對生，鋸齒緣。孢子囊群成V字形排列於葉背邊緣。",分布越南、泰國、馬來西亞、菲葎賓、韓國、日本、中國大陸及台灣。台灣見於中、北部海岸台地濕地。新竹縣發現於近海鄉鎮如新豐鄉蓮花寺濕地。
2815,蕨類植物門,真蕨綱,水龍骨目,金星蕨科,針毛蕨屬,桫欏大金星蕨,"成株酷似筆筒樹，但不具樹幹。葉柄長可達1.5 m，全株都有鱗片，孢膜宿存。 中大型到大型多年生蕨類植物。根莖直立、斜生或倒臥；葉柄叢生，新鮮時淡綠色，乾後稻稈色，上覆鱗片，鱗片掉後會在表面留下痂狀的突起；葉片三到四回羽狀裂葉，長寬約80-180 × 50-100 公分，葉下表面覆有多細胞毛；葉脈游離。孢子囊群圓形，有孢膜，但早落而不易觀察。",台灣主要見於西南部的高雄與屏東山區林緣，地生，海拔範圍約在600-1800公尺，數量相當稀有。
2816,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,粉葉蕨屬,粉葉蕨,柄長20~25cm，紫色有光澤，基部具鱗片。葉長30~60cm，二回深裂，下表面具蠟質。,原分布於熱帶美洲，已在臺灣歸化。
2817,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,翠蕨屬,翠蕨,"屬特徵- 植株小，叢生，二至三回羽裂，葉膜質，脈二叉，不具孢膜。 種特徵- 根莖短，葉柄長3~7cm，暗紫色，具光澤。葉5~8cm長，二至三回羽裂，最末裂片小，孢子囊群位在脈上，幾乎佔滿裂片。",採集紀錄少，在鐵杉林中，族群小，植株5cm大小。
2818,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鐵線蕨屬,鞭葉鐵線蕨,一回羽狀複葉，葉軸近軸面及葉片密被毛，囊群蓋被毛。羽軸頂端延長，末端有不定芽。,台灣分布在低海拔地區。
2819,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鐵線蕨屬,團羽鐵線蕨,"葉一回羽狀複葉，葉軸之近軸面光滑無毛或近乎無毛，羽片為兩側對稱型。 小至中型多年生草本植物。根莖短，直立。葉柄叢生；一回羽狀複葉，長寬約8-20 × 1.8-3 公分，葉片頂端常延伸成長鞭狀，並具有無性芽；羽片4至8對，圓楔形，光滑無毛；葉脈游離，複二叉分枝。孢子囊群每羽片1-5枚，位於羽片前端葉緣反捲部位的內側；反捲部位（假孢膜）腎形至線形。",林緣或森林內，偏好石灰岩環境，可以歸類為石灰岩蕨類植物，數量非常稀有。
2820,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鐵線蕨屬,半月鐵線蕨,"葉一回羽狀複葉，葉軸之近軸面光滑無毛或近乎無毛，羽柄長0.5-1 公分。 中小型多年生草本植物。根莖短，直立。葉柄叢生，栗黑色，發亮；一回羽狀複葉，長寬約25-45 × 3-4 公分，葉片頂端常延伸成長鞭狀，並具有無性芽；羽片8-15對，半圓形或半圓腎形，光滑無毛；葉脈游離，複二叉分枝。孢子囊群每羽片3-8枚，位於羽片先端及前端葉緣反捲部位的內側；反捲部位（假孢膜）短線形。",台灣見於全島低海拔山區路邊與林緣，地生或岩生，常在局部地區大量生長，但以中南部的族群較大，數量非常豐富。
2821,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鐵線蕨屬,愛氏鐵線蕨,"葉一回羽狀複葉，葉軸之近軸面光滑無毛或近乎無毛，羽柄短，羽片為兩側極度不對稱形，羽片幾乎無柄。 小型至中型多年生草本植物。根莖短，直立。葉柄叢生；一回羽狀複葉，長寬約12-25 × 1.8-3 公分，葉片頂端常延伸成長鞭狀，並具有無性芽；羽片10-20對，半邊形，光滑無毛；葉脈游離，複二叉分枝。孢子囊群每羽片2-5枚，位於羽片先端葉緣反捲部位的內側；反捲部位（假孢膜）圓形至長圓形。",台灣主要見於中南部中海拔山區，林緣為主，岩生，數量大約中等。
2822,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鳳了蕨屬,華鳳了蕨,"一至二回羽狀複葉，羽片鋸齒，遊離脈，基部羽片羽裂，小羽片五對左右。 中型多年生草本植物。根莖橫走。葉柄近生到中生，新鮮時綠色，乾後呈禾桿色；葉片基部二回羽狀複葉，上部一回，長寬約45-70 × 25-40 公分；基部羽片的小羽片約1-5對；終羽片細長橢圓形，邊緣有鋸齒；葉脈游離，二叉或兩次二叉，先端有泌水器。孢子囊群裸線型，沿葉脈生長，沒有孢膜。",台灣廣泛見於全島中低海拔山區林緣，地生，數量非常豐富。
2823,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鳳了蕨屬,日本鳳了蕨,"一至二回羽狀複葉，羽片鋸齒，網脈，基部羽片羽裂，小羽片五對左右。 中型多年生草本植物。根莖橫走。葉柄近生到中生，新鮮時綠色，乾後呈禾桿色；葉片基部二回羽狀複葉，上部一回，長寬約30-50 × 25-45公分；基部羽片的小羽片約1-4對；終羽片細長橢圓形，邊緣有鋸齒；葉脈結合成sagenia型，網格中沒有游離小脈，先端有泌水器。孢子囊群裸線型，沿葉脈生長，沒有孢膜。",台灣廣泛見於全島中低海拔山區林緣，地生，數量中等偏多。
2824,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鳳了蕨屬,全緣鳳了蕨,"一至二回羽狀複葉，羽片全緣，遊離脈，基部羽片羽裂，小羽片三對以下。 中型至中大型多年生草本植物。根莖橫走。葉柄近生到中生，新鮮時綠色，乾後呈禾桿色；葉片基部二回羽狀複葉，上部一回，長寬約45-100 × 35-50 公分；基部羽片的小羽片約1-4對；終羽片細長橢圓形，邊緣全緣；葉脈游離，二叉或兩次二叉，先端有泌水器。孢子囊群裸線形，沿葉脈生長，沒有孢膜。",台灣主要見於中南部的中低海拔山區林緣，地生，數量中等。
2825,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,鹵蕨屬,鹵蕨,"屬特徵- 　植株叢生，根肥厚。羽狀複葉，厚革質，網脈，網眼中無游離小脈。孢子囊全面著生。 種特徵- 叢生，根肥厚。一回羽狀複葉，厚革質，網脈，網眼中無游離小脈。孢子囊全面著生，植株可達2m高。",分布料熱帶區海邊，在1860~1880年代台北淡水曾有過採集記錄，今僅見於墾丁國家公園的佳洛水和花蓮羅山一帶，族群以後者較大。
2826,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,,金毛裸蕨,"屬特徵- 　莖短走或直立，具有細鱗，柄紅褐色，具有毛和鱗片，羽狀複葉，游離脈，孢子囊沿脈生長。 種特徵- 　叢生，根莖具黃色細鱗。一回羽狀複葉，頂羽片和側羽片同型，羽片基部心形，末端略尖。葉密佈銹色柔毛，孢子囊陷在絨毛之中，沿脈生長。 草本，根莖具黃色細鱗。葉叢生，一回羽狀複葉，頂羽片和側羽片同型。葉背密布白色柔毛，孢子囊陷在絨毛之中，沿脈生長。","分布海拔2000 - 3000m，觀霧，九九山莊，塔塔加鞍部石壁上。"
2827,蕨類植物門,真蕨綱,水龍骨目,鐵線蕨科,,澤瀉蕨,"單葉，叢生，具褐色鱗片，孢子葉的柄極長，約營養葉長的3倍，葉心形至長心形，末端圓盾，網脈，孢子囊沿脈生長。   小型多年生蕨類植物。根莖短直立。葉柄叢生，栗黑色；葉片單葉，孢營兩型，營養葉葉柄較短，葉片斜展，狹卵形到卵狀長橢圓形，先端圓形，基部心型，長寬約5-12 × 3-5 公分，下表面覆鱗片與毛；孢子葉葉柄明顯較長且挺舉，葉片三角形卵狀，餘特徵同營養葉；葉脈通常下陷於葉肉中而頗難觀察，結合成網狀，網格中無游離小脈。孢子囊群沿葉脈生長，屬裸線型，無孢膜。",台灣主要見於西南部低海拔山區次生林內或林緣，地生
2828,蕨類植物門,真蕨綱,水龍骨目,鐵角蕨科,鐵角蕨屬,生芽鐵角蕨,"植株叢生，葉紙質，一回羽狀複葉，羽片向上漸縮，頂羽片小，羽軸頂端具不定芽。 植株叢生。葉紙質，一回羽狀複葉，羽片向上漸縮，頂羽片小，在羽軸頂端具有不定芽，故名之。",台灣分布低至中海拔山區，一般主要見於潮濕或不太乾燥的中、上坡段森林內。
2829,蕨類植物門,真蕨綱,水龍骨目,鐵角蕨科,鐵角蕨屬,大黑柄鐵角蕨,"植株叢生，葉革質，無不定芽，葉大型，長50~100cm，至少二回羽狀複葉，葉柄紫褐色或深褐色，葉柄基部鱗片金黃色。 植株叢生。大型葉，葉為革質，不會長不定芽，至少二回羽狀複葉，葉柄呈紫黑色，基部具有金黃色鱗片。本種為除了巢蕨類植物外，最大型的著生鐵角蕨科植物，通常可在腐植質多的樹洞、樹幹分叉處或密生苔蘚的樹幹或岩壁上找到它的蹤跡。",台灣分布低至中海拔山區。
2830,蕨類植物門,真蕨綱,水龍骨目,鐵角蕨科,鐵角蕨屬,山蘇花,"植株叢生成巢狀，單葉，葉身向下延至基部，葉脈在葉緣處聯合形成網脈，孢膜長，長於中軸到葉緣的一半。 中型到中大型多年生蕨類植物。根莖直立。葉柄叢生，很短；葉片單葉，長寬約60-100 x 6-12 公分，光滑無毛，葉緣全緣；側脈從中肋分出，單一或二叉，先端並在亞葉緣處結合，形成一平行葉緣的弧脈。孢子囊群線形，沿側脈一邊生長，並從基部向葉緣處延伸，約佔全葉長的2/3，具線形孢膜，屬鐵角蕨型。",台灣廣泛分布於全島中海拔山區森林內，著生，數量中等偏多。
2831,蕨類植物門,真蕨綱,水龍骨目,鐵角蕨科,鐵角蕨屬,台灣山蘇花,"植株叢生成巢狀，葉革質，單葉，葉身向下延至基部葉脈在葉緣處聯合，形成網脈，孢膜短，短於中軸到葉緣的一半。 中大型多年生蕨類植物。根莖直立。葉柄叢生，很短；葉片單葉，長寬約80-130 × 10-18 公分，光滑無毛，葉緣全緣；側脈從中肋分出，單一或二叉，先端並在亞葉緣處結合，形成一平行葉緣的弧脈。孢子囊群線形，沿側脈一邊生長，並從基部向葉緣處延伸，約佔全葉長的1/2，具線形孢膜，屬鐵角蕨型。",台灣廣見於全島中低海拔山區森林內，著生為主，偶岩生，數量非常多。
2832,蕨類植物門,真蕨綱,水龍骨目,鐵角蕨科,鐵角蕨屬,叢葉鐵角蕨,"植株叢生，葉革質，單葉，長12~30cm，寬1~3cm，游離脈，具明顯之柄，葉遠軸面具鱗片。 叢生。單葉，全緣，革質，長10 ~ 30cm， 葉柄不甚明顯，基部及走莖密被黑褐色鱗片。孢膜長條形。 。全株看起來較矮胖，不似箭葉鐵角蕨修長。",中海拔潮濕的森林內，著生或岩生。
2833,蕨類植物門,真蕨綱,水龍骨目,雙扇蕨科,雙扇蕨屬,雙扇蕨,"科特徵- 葉為多回二叉撕裂，呈兩只並排的扇狀，長走莖。孢子囊群小，散生，每一網眼中有一枚。 種特徵- 未裂片寬1~2cm。",分布印尼、菲律賓、太平洋群島、西南中國，在台灣之北端及南端，且在低海拔山脊線。多生於岩壁上。
